"texto"	"id"	"nombre"	"fecha"	"respuestaA"	"respuestaAid"	"favorito"	"n_favorito"	"retweeteado"	"n_retweet"	"es_retweet"	"fuente"	"longitud"	"latitud"
"RT @RocioMChef4: #juradodeexcepción #Juradodelujo #MasterChef #Rociera800 https://t.co/0lfZoVruMm"	"735207690461433857"	"IvanGarciaCale1"	2016-05-24 20:35:47	NA	NA	FALSE	0	FALSE	1	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @DavidMChef4: Para ir abriendo boca... Así empezamos mañana #MasterChef !! Y vosotros, os lo vais a perder? <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B8><U+0089> https://t.co/O9gZF9OpyC"	"735207462538727424"	"JezamaryM"	2016-05-24 20:34:53	NA	NA	FALSE	0	FALSE	4	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"Para ir abriendo boca... Así empezamos mañana #MasterChef !! Y vosotros, os lo vais a perder? <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B8><U+0089> https://t.co/O9gZF9OpyC"	"735207168278953988"	"DavidMChef4"	2016-05-24 20:33:43	NA	NA	FALSE	13	FALSE	4	FALSE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"RT @RocioMChef4: Mañana repesca en @MasterChef_es. Qué miran los compañer@s?<ed><U+00A0><U+00BD><ed><U+00B1><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+0080>#MasterChef #Rociera800 https://t.co/jUJlGGnAfP"	"735206714270724096"	"AntonioJJG"	2016-05-24 20:31:54	NA	NA	FALSE	0	FALSE	4	TRUE	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	NA	NA
"RT @MasterChef_es: Mañana en #MasterChef los aspirantes se reencuentran con sus parejas, ¿quieres ver el comienzo en exclusiva? Haz RT http…"	"735205423922487300"	"saraytejeda"	2016-05-24 20:26:47	NA	NA	FALSE	0	FALSE	167	TRUE	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	NA	NA
"Y yo pensando que #masterchef era hoy. https://t.co/TCg08uNma3"	"735205306943340550"	"isa_bronx"	2016-05-24 20:26:19	NA	NA	FALSE	0	FALSE	0	FALSE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @giornalemionews: Indovina chi viene a cena? #MasterChef da L'Abbondanza Lucana - #LabbondanzaLucana - https://t.co/opp29MyLot https://t…"	"735204958048559104"	"BUBVI"	2016-05-24 20:24:56	NA	NA	FALSE	0	FALSE	1	TRUE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"RT @MasterChef_es: Mañana en #MasterChef los aspirantes se reencuentran con sus parejas, ¿quieres ver el comienzo en exclusiva? Haz RT http…"	"735204749897793537"	"ParmeCristina"	2016-05-24 20:24:06	NA	NA	FALSE	0	FALSE	167	TRUE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"RT @catepol: La Basilicata dei panificatori #matera #masterchef https://t.co/AlSvPgAAlO"	"735204418476478465"	"PasqualeArch"	2016-05-24 20:22:47	NA	NA	FALSE	0	FALSE	4	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @RatingColombia: Lun 23 Mayo:
1 #LaNiña 10.7
2 #AOtroNivel 9.9
3 #BloqueDeBúsqueda 8.7
4 #Azúcar 7.8
5 #ContraElTiempo 6.7
6 #MasterChef…"	"735203952283820032"	"karenariza1608"	2016-05-24 20:20:56	NA	NA	FALSE	0	FALSE	15	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @catepol: La Basilicata dei panificatori #matera #masterchef https://t.co/AlSvPgAAlO"	"735203520517902336"	"giusy4europe"	2016-05-24 20:19:13	NA	NA	FALSE	0	FALSE	4	TRUE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"Tem menu brasileiro no #MasterChef. Comento ao vivo no Facebook de @VejaSP a partir de 17h30 https://t.co/QMAIK5B7Ht https://t.co/LGsRw8UAlu"	"735203020338831361"	"Alorencato"	2016-05-24 20:17:14	NA	NA	FALSE	1	FALSE	1	FALSE	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	NA	NA
"RT @MasterChef_es: Mañana en #MasterChef los aspirantes se reencuentran con sus parejas, ¿quieres ver el comienzo en exclusiva? Haz RT http…"	"735202846300332032"	"CFansJordiCruz"	2016-05-24 20:16:32	NA	NA	FALSE	0	FALSE	167	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"Mañana más. Dudo que sea mejor. Aunque habrá #MasterChef. Night night. https://t.co/yxfgQfj4Wt"	"735202492389150721"	"albCuadrado"	2016-05-24 20:15:08	NA	NA	FALSE	1	FALSE	0	FALSE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"RT @catepol: La Basilicata dei panificatori #matera #masterchef https://t.co/AlSvPgAAlO"	"735202448697098241"	"cliziaX"	2016-05-24 20:14:57	NA	NA	FALSE	0	FALSE	4	TRUE	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	NA	NA
"RT @RocioMChef4: Mañana repesca en @MasterChef_es. Qué miran los compañer@s?<ed><U+00A0><U+00BD><ed><U+00B1><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+0080>#MasterChef #Rociera800 https://t.co/jUJlGGnAfP"	"735202353410760705"	"CFOViviFigue"	2016-05-24 20:14:35	NA	NA	FALSE	0	FALSE	4	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"La Basilicata dei panificatori #matera #masterchef https://t.co/AlSvPgAAlO"	"735202321437761536"	"catepol"	2016-05-24 20:14:27	NA	NA	FALSE	4	FALSE	4	FALSE	"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	NA	NA
"RT @SalvaMChef4: Mañana a tope con la repesca <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> .@MasterChef_es @SalvaMChef4 #MasterChef #salvarepesca #lamanada https://t.co/9iRV0Z22…"	"735202071129919488"	"mn_elvia"	2016-05-24 20:13:27	NA	NA	FALSE	0	FALSE	4	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"@EsmeraldaMChef4 @MasterChef_es Seguro que lo harás, como los demás aspirantes <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #MasterChef"	"735201077696602112"	"ZelebSpain"	2016-05-24 20:09:30	"EsmeraldaMChef4"	"735164539436572673"	FALSE	1	FALSE	0	FALSE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"RT @MetroJornal_SP: #MasterChef <ed><U+00A0><U+00BC><ed><U+00BD><U+00B4><ed><U+00A0><U+00BC><ed><U+00BD><U+009B>

Participantes cozinham em equipe no restaurante Dalva e Dito nesta 3ª https://t.co/H7ZgfKYyMK https://t…"	"735200473175760896"	"W48435006"	2016-05-24 20:07:06	NA	NA	FALSE	0	FALSE	2	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"#juradodeexcepción #Juradodelujo #MasterChef #Rociera800 https://t.co/0lfZoVruMm"	"735200203335077889"	"RocioMChef4"	2016-05-24 20:06:02	NA	NA	FALSE	7	FALSE	1	FALSE	"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"	NA	NA
"#masterchefitalia #masterchef #matera #basilicata #lucania https://t.co/7ZRNvJxaIL via @trmtv"	"735199561908641792"	"vignadelduca"	2016-05-24 20:03:29	NA	NA	FALSE	0	FALSE	0	FALSE	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	NA	NA
"Simple, fácil, rápido, rico. Fresas con fructosa y camomila. Supéralo, #Masterchef. <ed><U+00A0><U+00BD><ed><U+00B8><U+009C>
#cocina #cocinasana #foodie #… https://t.co/xIb4KjKR6t"	"735198794590126080"	"rockylogy"	2016-05-24 20:00:26	NA	NA	FALSE	2	FALSE	0	FALSE	"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	NA	NA
"RT @MasterChef_es: Mañana en #MasterChef los aspirantes se reencuentran con sus parejas, ¿quieres ver el comienzo en exclusiva? Haz RT http…"	"735198329018056704"	"EspeArres"	2016-05-24 19:58:35	NA	NA	FALSE	0	FALSE	167	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @steviejonsmith: @lakazmaman fantastic service , taste and experience my new favourite place to dine <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BF><U+0086> #Masterchef https://t.co/ZZIMFs…"	"735198039539744769"	"iSouthampton"	2016-05-24 19:57:26	NA	NA	FALSE	0	FALSE	3	TRUE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"RT @BhadouriaPankaj: #MasterChef #Tips : Despite all its goodness, we avoid it for its bitterness..
So Karela will no longer be 'Kadwa' i h…"	"735197717303943168"	"Pankaj16182"	2016-05-24 19:56:09	NA	NA	FALSE	0	FALSE	15	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @SalvaMChef4: Mañana a tope con la repesca <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> .@MasterChef_es @SalvaMChef4 #MasterChef #salvarepesca #lamanada https://t.co/9iRV0Z22…"	"735196872441110528"	"HomoNoSapiens"	2016-05-24 19:52:48	NA	NA	FALSE	0	FALSE	4	TRUE	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	NA	NA
